permno,adate,qdate,public_date,bm,TICKER
12308,2018/12/31,2019/09/30,2020/01/31,0.571,CHTR
12308,2019/12/31,2019/12/31,2020/02/29,0.483,CHTR
12308,2019/12/31,2019/12/31,2020/03/31,0.483,CHTR
12308,2019/12/31,2019/12/31,2020/04/30,0.483,CHTR
12308,2019/12/31,2020/03/31,2020/05/31,0.525,CHTR
12308,2019/12/31,2020/03/31,2020/06/30,0.525,CHTR
12308,2019/12/31,2020/03/31,2020/07/31,0.525,CHTR
12308,2019/12/31,2020/06/30,2020/08/31,0.451,CHTR
12308,2019/12/31,2020/06/30,2020/09/30,0.451,CHTR
12308,2019/12/31,2020/06/30,2020/10/31,0.451,CHTR
12308,2019/12/31,2020/09/30,2020/11/30,0.359,CHTR
12308,2019/12/31,2020/09/30,2020/12/31,0.359,CHTR
12308,2019/12/31,2020/09/30,2021/01/31,0.359,CHTR
12308,2020/12/31,2020/12/31,2021/02/28,0.327,CHTR
12308,2020/12/31,2020/12/31,2021/03/31,0.327,CHTR
12308,2020/12/31,2020/12/31,2021/04/30,0.327,CHTR
12308,2020/12/31,2021/03/31,2021/05/31,0.337,CHTR
12308,2020/12/31,2021/03/31,2021/06/30,0.337,CHTR
12308,2020/12/31,2021/03/31,2021/07/31,0.337,CHTR
12308,2020/12/31,2021/06/30,2021/08/31,0.287,CHTR
12308,2020/12/31,2021/06/30,2021/09/30,0.287,CHTR
12308,2020/12/31,2021/06/30,2021/10/31,0.287,CHTR
12308,2020/12/31,2021/09/30,2021/11/30,0.276,CHTR
12308,2020/12/31,2021/09/30,2021/12/31,0.276,CHTR
13267,2018/12/31,2019/09/30,2020/01/31,0.375,CZR
13267,2019/12/31,2019/12/31,2020/02/29,0.312,CZR
13267,2019/12/31,2019/12/31,2020/03/31,0.312,CZR
13267,2019/12/31,2019/12/31,2020/04/30,0.312,CZR
13267,2019/12/31,2020/03/31,2020/05/31,0.617,CZR
13267,2019/12/31,2020/03/31,2020/06/30,0.617,CZR
13721,2018/12/31,2019/09/30,2020/01/31,,ABBV
13721,2019/12/31,2019/12/31,2020/02/29,,ABBV
13721,2019/12/31,2019/12/31,2020/03/31,,ABBV
13721,2019/12/31,2019/12/31,2020/04/30,,ABBV
13721,2019/12/31,2020/03/31,2020/05/31,,ABBV
13721,2019/12/31,2020/03/31,2020/06/30,,ABBV
13721,2019/12/31,2020/03/31,2020/07/31,,ABBV
13721,2019/12/31,2020/06/30,2020/08/31,0.113,ABBV
13721,2019/12/31,2020/06/30,2020/09/30,0.113,ABBV
13721,2019/12/31,2020/06/30,2020/10/31,0.113,ABBV
13721,2019/12/31,2020/09/30,2020/11/30,0.128,ABBV
13721,2019/12/31,2020/09/30,2020/12/31,0.128,ABBV
13721,2019/12/31,2020/09/30,2021/01/31,0.128,ABBV
13721,2020/12/31,2020/12/31,2021/02/28,0.088,ABBV
13721,2020/12/31,2020/12/31,2021/03/31,0.088,ABBV
13721,2020/12/31,2020/12/31,2021/04/30,0.088,ABBV
13721,2020/12/31,2021/03/31,2021/05/31,0.091,ABBV
13721,2020/12/31,2021/03/31,2021/06/30,0.091,ABBV
13721,2020/12/31,2021/03/31,2021/07/31,0.091,ABBV
13721,2020/12/31,2021/06/30,2021/08/31,0.082,ABBV
13721,2020/12/31,2021/06/30,2021/09/30,0.082,ABBV
13721,2020/12/31,2021/06/30,2021/10/31,0.082,ABBV
13721,2020/12/31,2021/09/30,2021/11/30,0.090,ABBV
13721,2020/12/31,2021/09/30,2021/12/31,0.090,ABBV
13928,2018/12/31,2019/09/30,2020/01/31,0.637,COP
13928,2019/12/31,2019/12/31,2020/02/29,0.562,COP
13928,2019/12/31,2019/12/31,2020/03/31,0.562,COP
13928,2019/12/31,2019/12/31,2020/04/30,0.562,COP
13928,2019/12/31,2020/03/31,2020/05/31,1.073,COP
13928,2019/12/31,2020/03/31,2020/06/30,1.073,COP
13928,2019/12/31,2020/03/31,2020/07/31,1.073,COP
13928,2019/12/31,2020/06/30,2020/08/31,0.785,COP
13928,2019/12/31,2020/06/30,2020/09/30,0.785,COP
13928,2019/12/31,2020/06/30,2020/10/31,0.785,COP
13928,2019/12/31,2020/09/30,2020/11/30,0.983,COP
13928,2019/12/31,2020/09/30,2020/12/31,0.983,COP
13928,2019/12/31,2020/09/30,2021/01/31,0.983,COP
13928,2020/12/31,2020/12/31,2021/02/28,0.787,COP
13928,2020/12/31,2020/12/31,2021/03/31,0.787,COP
13928,2020/12/31,2020/12/31,2021/04/30,0.787,COP
13928,2020/12/31,2021/03/31,2021/05/31,0.673,COP
13928,2020/12/31,2021/03/31,2021/06/30,0.673,COP
13928,2020/12/31,2021/03/31,2021/07/31,0.673,COP
13928,2020/12/31,2021/06/30,2021/08/31,0.608,COP
13928,2020/12/31,2021/06/30,2021/09/30,0.608,COP
13928,2020/12/31,2021/06/30,2021/10/31,0.608,COP
13928,2020/12/31,2021/09/30,2021/11/30,0.557,COP
13928,2020/12/31,2021/09/30,2021/12/31,0.557,COP
13949,2018/12/31,2019/09/30,2020/01/31,0.059,CDW
13949,2019/12/31,2019/12/31,2020/02/29,0.050,CDW
13949,2019/12/31,2019/12/31,2020/03/31,0.050,CDW
13949,2019/12/31,2019/12/31,2020/04/30,0.050,CDW
13949,2019/12/31,2020/03/31,2020/05/31,0.072,CDW
13949,2019/12/31,2020/03/31,2020/06/30,0.072,CDW
13949,2019/12/31,2020/03/31,2020/07/31,0.072,CDW
13949,2019/12/31,2020/06/30,2020/08/31,0.068,CDW
13949,2019/12/31,2020/06/30,2020/09/30,0.068,CDW
13949,2019/12/31,2020/06/30,2020/10/31,0.068,CDW
13949,2019/12/31,2020/09/30,2020/11/30,0.076,CDW
13949,2019/12/31,2020/09/30,2020/12/31,0.076,CDW
13949,2019/12/31,2020/09/30,2021/01/31,0.076,CDW
13949,2020/12/31,2020/12/31,2021/02/28,0.072,CDW
13949,2020/12/31,2020/12/31,2021/03/31,0.072,CDW
13949,2020/12/31,2020/12/31,2021/04/30,0.072,CDW
13949,2020/12/31,2021/03/31,2021/05/31,0.052,CDW
13949,2020/12/31,2021/03/31,2021/06/30,0.052,CDW
13949,2020/12/31,2021/03/31,2021/07/31,0.052,CDW
13949,2020/12/31,2021/06/30,2021/08/31,0.045,CDW
13949,2020/12/31,2021/06/30,2021/09/30,0.045,CDW
13949,2020/12/31,2021/06/30,2021/10/31,0.045,CDW
13949,2020/12/31,2021/09/30,2021/11/30,0.035,CDW
13949,2020/12/31,2021/09/30,2021/12/31,0.035,CDW
14702,2019/10/31,2019/10/31,2020/01/31,0.165,AMAT
14702,2019/10/31,2019/10/31,2020/02/29,0.165,AMAT
14702,2019/10/31,2020/01/31,2020/03/31,0.163,AMAT
14702,2019/10/31,2020/01/31,2020/04/30,0.163,AMAT
14702,2019/10/31,2020/01/31,2020/05/31,0.163,AMAT
14702,2019/10/31,2020/04/30,2020/06/30,0.198,AMAT
14702,2019/10/31,2020/04/30,2020/07/31,0.198,AMAT
14702,2019/10/31,2020/04/30,2020/08/31,0.198,AMAT
14702,2019/10/31,2020/07/31,2020/09/30,0.163,AMAT
14702,2019/10/31,2020/07/31,2020/10/31,0.163,AMAT
14702,2019/10/31,2020/07/31,2020/11/30,0.163,AMAT
14702,2020/10/31,2020/10/31,2020/12/31,0.196,AMAT
14702,2020/10/31,2020/10/31,2021/01/31,0.196,AMAT
14702,2020/10/31,2020/10/31,2021/02/28,0.196,AMAT
14702,2020/10/31,2021/01/31,2021/03/31,0.129,AMAT
14702,2020/10/31,2021/01/31,2021/04/30,0.129,AMAT
14702,2020/10/31,2021/01/31,2021/05/31,0.129,AMAT
14702,2020/10/31,2021/04/30,2021/06/30,0.099,AMAT
14702,2020/10/31,2021/04/30,2021/07/31,0.099,AMAT
14702,2020/10/31,2021/04/30,2021/08/31,0.099,AMAT
14702,2020/10/31,2021/07/31,2021/09/30,0.095,AMAT
14702,2020/10/31,2021/07/31,2021/10/31,0.095,AMAT
14702,2020/10/31,2021/07/31,2021/11/30,0.095,AMAT
14702,2021/10/31,2021/10/31,2021/12/31,0.101,AMAT
14882,2018/12/31,2019/09/30,2020/01/31,0.437,ERI
14882,2019/12/31,2019/12/31,2020/02/29,0.284,ERI
14882,2019/12/31,2019/12/31,2020/03/31,0.284,ERI
14882,2019/12/31,2019/12/31,2020/04/30,0.284,ERI
14882,2019/12/31,2020/03/31,2020/05/31,0.980,ERI
14882,2019/12/31,2020/03/31,2020/06/30,0.980,ERI
14882,2019/12/31,2020/03/31,2020/07/31,0.980,ERI
14882,2019/12/31,2020/06/30,2020/08/31,0.446,ERI
14882,2019/12/31,2020/06/30,2020/09/30,0.446,ERI
14882,2019/12/31,2020/06/30,2020/10/31,0.446,ERI
14882,2019/12/31,2020/09/30,2020/11/30,0.470,CZR
14882,2019/12/31,2020/09/30,2020/12/31,0.470,CZR
14882,2019/12/31,2020/09/30,2021/01/31,0.470,CZR
14882,2020/12/31,2020/12/31,2021/02/28,0.400,CZR
14882,2020/12/31,2020/12/31,2021/03/31,0.400,CZR
14882,2020/12/31,2020/12/31,2021/04/30,0.400,CZR
14882,2020/12/31,2021/03/31,2021/05/31,0.314,CZR
14882,2020/12/31,2021/03/31,2021/06/30,0.314,CZR
14882,2020/12/31,2021/03/31,2021/07/31,0.314,CZR
14882,2020/12/31,2021/06/30,2021/08/31,0.284,CZR
14882,2020/12/31,2021/06/30,2021/09/30,0.284,CZR
14882,2020/12/31,2021/06/30,2021/10/31,0.284,CZR
14882,2020/12/31,2021/09/30,2021/11/30,0.254,CZR
14882,2020/12/31,2021/09/30,2021/12/31,0.254,CZR
15488,2018/12/31,2019/09/30,2020/01/31,0.136,PYPL
15488,2019/12/31,2019/12/31,2020/02/29,0.134,PYPL
15488,2019/12/31,2019/12/31,2020/03/31,0.134,PYPL
15488,2019/12/31,2019/12/31,2020/04/30,0.134,PYPL
15488,2019/12/31,2020/03/31,2020/05/31,0.142,PYPL
15488,2019/12/31,2020/03/31,2020/06/30,0.142,PYPL
15488,2019/12/31,2020/03/31,2020/07/31,0.142,PYPL
15488,2019/12/31,2020/06/30,2020/08/31,0.086,PYPL
15488,2019/12/31,2020/06/30,2020/09/30,0.086,PYPL
15488,2019/12/31,2020/06/30,2020/10/31,0.086,PYPL
15488,2019/12/31,2020/09/30,2020/11/30,0.080,PYPL
15488,2019/12/31,2020/09/30,2020/12/31,0.080,PYPL
15488,2019/12/31,2020/09/30,2021/01/31,0.080,PYPL
15488,2020/12/31,2020/12/31,2021/02/28,0.073,PYPL
15488,2020/12/31,2020/12/31,2021/03/31,0.073,PYPL
15488,2020/12/31,2020/12/31,2021/04/30,0.073,PYPL
15488,2020/12/31,2021/03/31,2021/05/31,0.068,PYPL
15488,2020/12/31,2021/03/31,2021/06/30,0.068,PYPL
15488,2020/12/31,2021/03/31,2021/07/31,0.068,PYPL
15488,2020/12/31,2021/06/30,2021/08/31,0.061,PYPL
15488,2020/12/31,2021/06/30,2021/09/30,0.061,PYPL
15488,2020/12/31,2021/06/30,2021/10/31,0.061,PYPL
15488,2020/12/31,2021/09/30,2021/11/30,0.072,PYPL
15488,2020/12/31,2021/09/30,2021/12/31,0.072,PYPL
16087,2018/12/31,2019/09/30,2020/01/31,0.311,FTV
16087,2019/12/31,2019/12/31,2020/02/29,0.288,FTV
16087,2019/12/31,2019/12/31,2020/03/31,0.288,FTV
16087,2019/12/31,2019/12/31,2020/04/30,0.288,FTV
16087,2019/12/31,2020/03/31,2020/05/31,0.390,FTV
16087,2019/12/31,2020/03/31,2020/06/30,0.390,FTV
16087,2019/12/31,2020/03/31,2020/07/31,0.390,FTV
16087,2019/12/31,2020/06/30,2020/08/31,0.324,FTV
16087,2019/12/31,2020/06/30,2020/09/30,0.324,FTV
16087,2019/12/31,2020/06/30,2020/10/31,0.324,FTV
16087,2019/12/31,2020/09/30,2020/11/30,0.299,FTV
16087,2019/12/31,2020/09/30,2020/12/31,0.299,FTV
16087,2019/12/31,2020/09/30,2021/01/31,0.299,FTV
16087,2020/12/31,2020/12/31,2021/02/28,0.375,FTV
16087,2020/12/31,2020/12/31,2021/03/31,0.375,FTV
16087,2020/12/31,2020/12/31,2021/04/30,0.375,FTV
16087,2020/12/31,2021/03/31,2021/05/31,0.377,FTV
16087,2020/12/31,2021/03/31,2021/06/30,0.377,FTV
16087,2020/12/31,2021/03/31,2021/07/31,0.377,FTV
16087,2020/12/31,2021/06/30,2021/08/31,0.368,FTV
16087,2020/12/31,2021/06/30,2021/09/30,0.368,FTV
16087,2020/12/31,2021/06/30,2021/10/31,0.368,FTV
16087,2020/12/31,2021/09/30,2021/11/30,0.368,FTV
16087,2020/12/31,2021/09/30,2021/12/31,0.368,FTV
16678,2019/01/31,2019/10/31,2020/01/31,0.528,KR
16678,2019/01/31,2019/10/31,2020/02/29,0.528,KR
16678,2020/01/31,2020/01/31,2020/03/31,0.476,KR
16678,2020/01/31,2020/01/31,2020/04/30,0.476,KR
16678,2020/01/31,2020/01/31,2020/05/31,0.476,KR
16678,2020/01/31,2020/04/30,2020/06/30,0.443,KR
16678,2020/01/31,2020/04/30,2020/07/31,0.443,KR
16678,2020/01/31,2020/04/30,2020/08/31,0.443,KR
16678,2020/01/31,2020/07/31,2020/09/30,0.425,KR
16678,2020/01/31,2020/07/31,2020/10/31,0.425,KR
16678,2020/01/31,2020/07/31,2020/11/30,0.425,KR
16678,2020/01/31,2020/10/31,2020/12/31,0.476,KR
16678,2020/01/31,2020/10/31,2021/01/31,0.476,KR
16678,2020/01/31,2020/10/31,2021/02/28,0.476,KR
16678,2021/01/31,2021/01/31,2021/03/31,0.425,KR
16678,2021/01/31,2021/01/31,2021/04/30,0.425,KR
16678,2021/01/31,2021/01/31,2021/05/31,0.425,KR
16678,2021/01/31,2021/04/30,2021/06/30,0.394,KR
16678,2021/01/31,2021/04/30,2021/07/31,0.394,KR
16678,2021/01/31,2021/04/30,2021/08/31,0.394,KR
16678,2021/01/31,2021/07/31,2021/09/30,0.357,KR
16678,2021/01/31,2021/07/31,2021/10/31,0.357,KR
16678,2021/01/31,2021/07/31,2021/11/30,0.357,KR
16678,2021/01/31,2021/10/31,2021/12/31,0.377,KR
18163,2019/06/30,2019/09/30,2020/01/31,0.171,PG
18163,2019/06/30,2019/12/31,2020/02/29,0.169,PG
18163,2019/06/30,2019/12/31,2020/03/31,0.169,PG
18163,2019/06/30,2019/12/31,2020/04/30,0.169,PG
18163,2019/06/30,2020/03/31,2020/05/31,0.191,PG
18163,2019/06/30,2020/03/31,2020/06/30,0.191,PG
18163,2019/06/30,2020/03/31,2020/07/31,0.191,PG
18163,2020/06/30,2020/06/30,2020/08/31,0.175,PG
18163,2020/06/30,2020/06/30,2020/09/30,0.175,PG
18163,2020/06/30,2020/06/30,2020/10/31,0.175,PG
18163,2020/06/30,2020/09/30,2020/11/30,0.159,PG
18163,2020/06/30,2020/09/30,2020/12/31,0.159,PG
18163,2020/06/30,2020/09/30,2021/01/31,0.159,PG
18163,2020/06/30,2020/12/31,2021/02/28,0.159,PG
18163,2020/06/30,2020/12/31,2021/03/31,0.159,PG
18163,2020/06/30,2020/12/31,2021/04/30,0.159,PG
18163,2020/06/30,2021/03/31,2021/05/31,0.159,PG
18163,2020/06/30,2021/03/31,2021/06/30,0.159,PG
18163,2020/06/30,2021/03/31,2021/07/31,0.159,PG
18163,2021/06/30,2021/06/30,2021/08/31,0.158,PG
18163,2021/06/30,2021/06/30,2021/09/30,0.158,PG
18163,2021/06/30,2021/06/30,2021/10/31,0.158,PG
18163,2021/06/30,2021/09/30,2021/11/30,0.155,PG
18163,2021/06/30,2021/09/30,2021/12/31,0.155,PG
19285,2019/12/31,2020/03/31,2020/06/30,0.258,
19285,2019/12/31,2020/03/31,2020/07/31,0.258,
19285,2019/12/31,2020/06/30,2020/08/31,0.232,CARR
19285,2019/12/31,2020/06/30,2020/09/30,0.232,CARR
19285,2019/12/31,2020/06/30,2020/10/31,0.232,CARR
19285,2019/12/31,2020/09/30,2020/11/30,0.210,CARR
19285,2019/12/31,2020/09/30,2020/12/31,0.210,CARR
19285,2019/12/31,2020/09/30,2021/01/31,0.210,CARR
19285,2020/12/31,2020/12/31,2021/02/28,0.206,CARR
19285,2020/12/31,2020/12/31,2021/03/31,0.206,CARR
19285,2020/12/31,2020/12/31,2021/04/30,0.206,CARR
19285,2020/12/31,2021/03/31,2021/05/31,0.190,CARR
19285,2020/12/31,2021/03/31,2021/06/30,0.190,CARR
19285,2020/12/31,2021/03/31,2021/07/31,0.190,CARR
19285,2020/12/31,2021/06/30,2021/08/31,0.173,CARR
19285,2020/12/31,2021/06/30,2021/09/30,0.173,CARR
19285,2020/12/31,2021/06/30,2021/10/31,0.173,CARR
19285,2020/12/31,2021/09/30,2021/11/30,0.161,CARR
19285,2020/12/31,2021/09/30,2021/12/31,0.161,CARR
19393,2018/12/31,2019/09/30,2020/01/31,0.214,BMY
19393,2019/12/31,2019/12/31,2020/02/29,0.402,BMY
19393,2019/12/31,2019/12/31,2020/03/31,0.402,BMY
19393,2019/12/31,2019/12/31,2020/04/30,0.402,BMY
19393,2019/12/31,2020/03/31,2020/05/31,0.448,BMY
19393,2019/12/31,2020/03/31,2020/06/30,0.448,BMY
19393,2019/12/31,2020/03/31,2020/07/31,0.448,BMY
19393,2019/12/31,2020/06/30,2020/08/31,0.417,BMY
19393,2019/12/31,2020/06/30,2020/09/30,0.417,BMY
19393,2019/12/31,2020/06/30,2020/10/31,0.417,BMY
19393,2019/12/31,2020/09/30,2020/11/30,0.412,BMY
19393,2019/12/31,2020/09/30,2020/12/31,0.412,BMY
19393,2019/12/31,2020/09/30,2021/01/31,0.412,BMY
19393,2020/12/31,2020/12/31,2021/02/28,0.311,BMY
19393,2020/12/31,2020/12/31,2021/03/31,0.311,BMY
19393,2020/12/31,2020/12/31,2021/04/30,0.311,BMY
19393,2020/12/31,2021/03/31,2021/05/31,0.304,BMY
19393,2020/12/31,2021/03/31,2021/06/30,0.304,BMY
19393,2020/12/31,2021/03/31,2021/07/31,0.304,BMY
19393,2020/12/31,2021/06/30,2021/08/31,0.281,BMY
19393,2020/12/31,2021/06/30,2021/09/30,0.281,BMY
19393,2020/12/31,2021/06/30,2021/10/31,0.281,BMY
19393,2020/12/31,2021/09/30,2021/11/30,0.321,BMY
19393,2020/12/31,2021/09/30,2021/12/31,0.321,BMY
21124,2020/12/31,2021/06/30,2021/08/31,0.653,OGN
21124,2020/12/31,2021/06/30,2021/09/30,0.675,OGN
21124,2020/12/31,2021/06/30,2021/10/31,0.603,OGN
21124,2020/12/31,2021/09/30,2021/11/30,0.757,OGN
21124,2020/12/31,2021/09/30,2021/12/31,0.727,OGN
21186,2019/09/30,2019/09/30,2020/01/31,1.548,WRK
21186,2019/09/30,2019/12/31,2020/02/29,1.327,WRK
21186,2019/09/30,2019/12/31,2020/03/31,1.327,WRK
21186,2019/09/30,2019/12/31,2020/04/30,1.327,WRK
21186,2019/09/30,2020/03/31,2020/05/31,1.961,WRK
21186,2019/09/30,2020/03/31,2020/06/30,1.961,WRK
21186,2019/09/30,2020/03/31,2020/07/31,1.961,WRK
21186,2019/09/30,2020/06/30,2020/08/31,1.991,WRK
21186,2019/09/30,2020/06/30,2020/09/30,1.991,WRK
21186,2019/09/30,2020/06/30,2020/10/31,1.991,WRK
21186,2020/09/30,2020/09/30,2020/11/30,1.498,WRK
21186,2020/09/30,2020/09/30,2020/12/31,1.498,WRK
21186,2020/09/30,2020/09/30,2021/01/31,1.498,WRK
21186,2020/09/30,2020/12/31,2021/02/28,1.210,WRK
21186,2020/09/30,2020/12/31,2021/03/31,1.210,WRK
21186,2020/09/30,2020/12/31,2021/04/30,1.210,WRK
21186,2020/09/30,2021/03/31,2021/05/31,1.006,WRK
21186,2020/09/30,2021/03/31,2021/06/30,1.006,WRK
21186,2020/09/30,2021/03/31,2021/07/31,1.006,WRK
21186,2020/09/30,2021/06/30,2021/08/31,1.009,WRK
21186,2020/09/30,2021/06/30,2021/09/30,1.009,WRK
21186,2020/09/30,2021/06/30,2021/10/31,1.009,WRK
21186,2021/09/30,2021/09/30,2021/11/30,1.107,WRK
21186,2021/09/30,2021/09/30,2021/12/31,1.107,WRK
21792,2018/12/31,2019/09/30,2020/01/31,0.690,CNP
21792,2019/12/31,2019/12/31,2020/02/29,0.770,CNP
21792,2019/12/31,2019/12/31,2020/03/31,0.770,CNP
21792,2019/12/31,2019/12/31,2020/04/30,0.770,CNP
21792,2019/12/31,2020/03/31,2020/05/31,1.132,CNP
21792,2019/12/31,2020/03/31,2020/06/30,1.132,CNP
21792,2019/12/31,2020/03/31,2020/07/31,1.132,CNP
21792,2019/12/31,2020/06/30,2020/08/31,0.928,CNP
21792,2019/12/31,2020/06/30,2020/09/30,0.928,CNP
21792,2019/12/31,2020/06/30,2020/10/31,0.928,CNP
21792,2019/12/31,2020/09/30,2020/11/30,0.902,CNP
21792,2019/12/31,2020/09/30,2020/12/31,0.902,CNP
21792,2019/12/31,2020/09/30,2021/01/31,0.902,CNP
21792,2020/12/31,2020/12/31,2021/02/28,0.804,CNP
21792,2020/12/31,2020/12/31,2021/03/31,0.804,CNP
21792,2020/12/31,2020/12/31,2021/04/30,0.804,CNP
21792,2020/12/31,2021/03/31,2021/05/31,0.803,CNP
21792,2020/12/31,2021/03/31,2021/06/30,0.803,CNP
21792,2020/12/31,2021/03/31,2021/07/31,0.803,CNP
21792,2020/12/31,2021/06/30,2021/08/31,0.745,CNP
21792,2020/12/31,2021/06/30,2021/09/30,0.745,CNP
21792,2020/12/31,2021/06/30,2021/10/31,0.745,CNP
21792,2020/12/31,2021/09/30,2021/11/30,0.764,CNP
21792,2020/12/31,2021/09/30,2021/12/31,0.764,CNP
22517,2018/12/31,2019/09/30,2020/01/31,0.664,PPL
