permno,adate,qdate,public_date,bm,TICKER
84788,2019/12/31,2020/09/30,2020/12/31,0.052,AMZN
84788,2019/12/31,2020/09/30,2021/01/31,0.052,AMZN
84788,2020/12/31,2020/12/31,2021/02/28,0.057,AMZN
84788,2020/12/31,2020/12/31,2021/03/31,0.057,AMZN
84788,2020/12/31,2020/12/31,2021/04/30,0.057,AMZN
84788,2020/12/31,2021/03/31,2021/05/31,0.066,AMZN
84788,2020/12/31,2021/03/31,2021/06/30,0.066,AMZN
84788,2020/12/31,2021/03/31,2021/07/31,0.066,AMZN
84788,2020/12/31,2021/06/30,2021/08/31,0.066,AMZN
84788,2020/12/31,2021/06/30,2021/09/30,0.066,AMZN
84788,2020/12/31,2021/06/30,2021/10/31,0.066,AMZN
84788,2020/12/31,2021/09/30,2021/11/30,0.072,AMZN
84788,2020/12/31,2021/09/30,2021/12/31,0.072,AMZN
85663,2018/12/31,2019/09/30,2020/01/31,0.577,URI
85663,2019/12/31,2019/12/31,2020/02/29,0.461,URI
85663,2019/12/31,2019/12/31,2020/03/31,0.461,URI
85663,2019/12/31,2019/12/31,2020/04/30,0.461,URI
85663,2019/12/31,2020/03/31,2020/05/31,0.744,URI
85663,2019/12/31,2020/03/31,2020/06/30,0.744,URI
85663,2019/12/31,2020/03/31,2020/07/31,0.744,URI
85663,2019/12/31,2020/06/30,2020/08/31,0.533,URI
85663,2019/12/31,2020/06/30,2020/09/30,0.533,URI
85663,2019/12/31,2020/06/30,2020/10/31,0.533,URI
85663,2019/12/31,2020/09/30,2020/11/30,0.475,URI
85663,2019/12/31,2020/09/30,2020/12/31,0.475,URI
85663,2019/12/31,2020/09/30,2021/01/31,0.475,URI
85663,2020/12/31,2020/12/31,2021/02/28,0.377,URI
85663,2020/12/31,2020/12/31,2021/03/31,0.377,URI
85663,2020/12/31,2020/12/31,2021/04/30,0.377,URI
85663,2020/12/31,2021/03/31,2021/05/31,0.273,URI
85663,2020/12/31,2021/03/31,2021/06/30,0.273,URI
85663,2020/12/31,2021/03/31,2021/07/31,0.273,URI
85663,2020/12/31,2021/06/30,2021/08/31,0.303,URI
85663,2020/12/31,2021/06/30,2021/09/30,0.303,URI
85663,2020/12/31,2021/06/30,2021/10/31,0.303,URI
85663,2020/12/31,2021/09/30,2021/11/30,0.298,URI
85663,2020/12/31,2021/09/30,2021/12/31,0.298,URI
89258,2018/12/31,2019/09/30,2020/01/31,1.837,PRU
89258,2019/12/31,2019/12/31,2020/02/29,1.688,PRU
89258,2019/12/31,2019/12/31,2020/03/31,1.688,PRU
89258,2019/12/31,2019/12/31,2020/04/30,1.688,PRU
89258,2019/12/31,2020/03/31,2020/05/31,2.944,PRU
89258,2019/12/31,2020/03/31,2020/06/30,2.944,PRU
89258,2019/12/31,2020/03/31,2020/07/31,2.944,PRU
89258,2019/12/31,2020/06/30,2020/08/31,2.742,PRU
89258,2019/12/31,2020/06/30,2020/09/30,2.742,PRU
89258,2019/12/31,2020/06/30,2020/10/31,2.742,PRU
89258,2019/12/31,2020/09/30,2020/11/30,2.636,PRU
89258,2019/12/31,2020/09/30,2020/12/31,2.636,PRU
89258,2019/12/31,2020/09/30,2021/01/31,2.636,PRU
89258,2020/12/31,2020/12/31,2021/02/28,2.179,PRU
89258,2020/12/31,2020/12/31,2021/03/31,2.179,PRU
89258,2020/12/31,2020/12/31,2021/04/30,2.179,PRU
89258,2020/12/31,2021/03/31,2021/05/31,1.616,PRU
89258,2020/12/31,2021/03/31,2021/06/30,1.616,PRU
89258,2020/12/31,2021/03/31,2021/07/31,1.616,PRU
89258,2020/12/31,2021/06/30,2021/08/31,1.591,PRU
89258,2020/12/31,2021/06/30,2021/09/30,1.591,PRU
89258,2020/12/31,2021/06/30,2021/10/31,1.591,PRU
89258,2020/12/31,2021/09/30,2021/11/30,1.552,PRU
89258,2020/12/31,2021/09/30,2021/12/31,1.552,PRU
89269,2018/12/31,2019/09/30,2020/01/31,0.688,CNC
89269,2019/12/31,2019/12/31,2020/02/29,0.488,CNC
89269,2019/12/31,2019/12/31,2020/03/31,0.488,CNC
89269,2019/12/31,2019/12/31,2020/04/30,0.488,CNC
89269,2019/12/31,2020/03/31,2020/05/31,0.684,CNC
89269,2019/12/31,2020/03/31,2020/06/30,0.684,CNC
89269,2019/12/31,2020/03/31,2020/07/31,0.684,CNC
89269,2019/12/31,2020/06/30,2020/08/31,0.681,CNC
89269,2019/12/31,2020/06/30,2020/09/30,0.681,CNC
89269,2019/12/31,2020/06/30,2020/10/31,0.681,CNC
89269,2019/12/31,2020/09/30,2020/11/30,0.761,CNC
89269,2019/12/31,2020/09/30,2020/12/31,0.761,CNC
89269,2019/12/31,2020/09/30,2021/01/31,0.761,CNC
89269,2020/12/31,2020/12/31,2021/02/28,0.782,CNC
89269,2020/12/31,2020/12/31,2021/03/31,0.782,CNC
89269,2020/12/31,2020/12/31,2021/04/30,0.782,CNC
89269,2020/12/31,2021/03/31,2021/05/31,0.751,CNC
89269,2020/12/31,2021/03/31,2021/06/30,0.751,CNC
89269,2020/12/31,2021/03/31,2021/07/31,0.751,CNC
89269,2020/12/31,2021/06/30,2021/08/31,0.643,CNC
89269,2020/12/31,2021/06/30,2021/09/30,0.643,CNC
89269,2020/12/31,2021/06/30,2021/10/31,0.643,CNC
89269,2020/12/31,2021/09/30,2021/11/30,0.768,CNC
89269,2020/12/31,2021/09/30,2021/12/31,0.768,CNC
90038,2018/12/31,2019/09/30,2020/01/31,0.740,AIZ
90038,2019/12/31,2019/12/31,2020/02/29,0.683,AIZ
90038,2019/12/31,2019/12/31,2020/03/31,0.683,AIZ
90038,2019/12/31,2019/12/31,2020/04/30,0.683,AIZ
90038,2019/12/31,2020/03/31,2020/05/31,0.864,AIZ
90038,2019/12/31,2020/03/31,2020/06/30,0.864,AIZ
90038,2019/12/31,2020/03/31,2020/07/31,0.864,AIZ
90038,2019/12/31,2020/06/30,2020/08/31,0.969,AIZ
90038,2019/12/31,2020/06/30,2020/09/30,0.969,AIZ
90038,2019/12/31,2020/06/30,2020/10/31,0.969,AIZ
90038,2019/12/31,2020/09/30,2020/11/30,0.828,AIZ
90038,2019/12/31,2020/09/30,2020/12/31,0.828,AIZ
90038,2019/12/31,2020/09/30,2021/01/31,0.828,AIZ
90038,2020/12/31,2020/12/31,2021/02/28,0.717,AIZ
90038,2020/12/31,2020/12/31,2021/03/31,0.717,AIZ
90038,2020/12/31,2020/12/31,2021/04/30,0.717,AIZ
90038,2020/12/31,2021/03/31,2021/05/31,0.677,AIZ
90038,2020/12/31,2021/03/31,2021/06/30,0.677,AIZ
90038,2020/12/31,2021/03/31,2021/07/31,0.677,AIZ
90038,2020/12/31,2021/06/30,2021/08/31,0.636,AIZ
90038,2020/12/31,2021/06/30,2021/09/30,0.636,AIZ
90038,2020/12/31,2021/06/30,2021/10/31,0.636,AIZ
90038,2020/12/31,2021/09/30,2021/11/30,0.633,AIZ
90038,2020/12/31,2021/09/30,2021/12/31,0.633,AIZ
90248,2018/12/31,2019/09/30,2020/01/31,,DPZ
90248,2019/12/31,2019/12/31,2020/02/29,,DPZ
90248,2019/12/31,2019/12/31,2020/03/31,,DPZ
90248,2019/12/31,2019/12/31,2020/04/30,,DPZ
90248,2019/12/31,2020/03/31,2020/05/31,,DPZ
90248,2019/12/31,2020/03/31,2020/06/30,,DPZ
90248,2019/12/31,2020/03/31,2020/07/31,,DPZ
90248,2019/12/31,2020/06/30,2020/08/31,,DPZ
90248,2019/12/31,2020/06/30,2020/09/30,,DPZ
90248,2019/12/31,2020/06/30,2020/10/31,,DPZ
90248,2019/12/31,2020/09/30,2020/11/30,,DPZ
90248,2019/12/31,2020/09/30,2020/12/31,,DPZ
90248,2019/12/31,2020/09/30,2021/01/31,,DPZ
90248,2020/12/31,2020/12/31,2021/02/28,,DPZ
90248,2020/12/31,2020/12/31,2021/03/31,,DPZ
90248,2020/12/31,2020/12/31,2021/04/30,,DPZ
90248,2020/12/31,2021/03/31,2021/05/31,,DPZ
90248,2020/12/31,2021/03/31,2021/06/30,,DPZ
90248,2020/12/31,2021/03/31,2021/07/31,,DPZ
90248,2020/12/31,2021/06/30,2021/08/31,,DPZ
90248,2020/12/31,2021/06/30,2021/09/30,,DPZ
90248,2020/12/31,2021/06/30,2021/10/31,,DPZ
90248,2020/12/31,2021/09/30,2021/11/30,,DPZ
90248,2020/12/31,2021/09/30,2021/12/31,,DPZ
90319,2018/12/31,2019/09/30,2020/01/31,0.233,GOOGL
90319,2019/12/31,2019/12/31,2020/02/29,0.220,GOOGL
90319,2019/12/31,2019/12/31,2020/03/31,0.220,GOOGL
90319,2019/12/31,2019/12/31,2020/04/30,0.220,GOOGL
90319,2019/12/31,2020/03/31,2020/05/31,0.259,GOOGL
90319,2019/12/31,2020/03/31,2020/06/30,0.259,GOOGL
90319,2019/12/31,2020/03/31,2020/07/31,0.259,GOOGL
90319,2019/12/31,2020/06/30,2020/08/31,0.216,GOOGL
90319,2019/12/31,2020/06/30,2020/09/30,0.216,GOOGL
90319,2019/12/31,2020/06/30,2020/10/31,0.216,GOOGL
90319,2019/12/31,2020/09/30,2020/11/30,0.216,GOOGL
90319,2019/12/31,2020/09/30,2020/12/31,0.216,GOOGL
90319,2019/12/31,2020/09/30,2021/01/31,0.216,GOOGL
90319,2020/12/31,2020/12/31,2021/02/28,0.191,GOOGL
90319,2020/12/31,2020/12/31,2021/03/31,0.191,GOOGL
90319,2020/12/31,2020/12/31,2021/04/30,0.191,GOOGL
90319,2020/12/31,2021/03/31,2021/05/31,0.169,GOOGL
90319,2020/12/31,2021/03/31,2021/06/30,0.169,GOOGL
90319,2020/12/31,2021/03/31,2021/07/31,0.169,GOOGL
90319,2020/12/31,2021/06/30,2021/08/31,0.149,GOOGL
90319,2020/12/31,2021/06/30,2021/09/30,0.149,GOOGL
90319,2020/12/31,2021/06/30,2021/10/31,0.149,GOOGL
90319,2020/12/31,2021/09/30,2021/11/30,0.140,GOOGL
90319,2020/12/31,2021/09/30,2021/12/31,0.140,GOOGL
90520,2018/12/31,2019/09/30,2020/01/31,0.203,CE
90520,2019/12/31,2019/12/31,2020/02/29,0.188,CE
90520,2019/12/31,2019/12/31,2020/03/31,0.188,CE
90520,2019/12/31,2019/12/31,2020/04/30,0.188,CE
90520,2019/12/31,2020/03/31,2020/05/31,0.312,CE
90520,2019/12/31,2020/03/31,2020/06/30,0.312,CE
90520,2019/12/31,2020/03/31,2020/07/31,0.312,CE
90520,2019/12/31,2020/06/30,2020/08/31,0.269,CE
90520,2019/12/31,2020/06/30,2020/09/30,0.269,CE
90520,2019/12/31,2020/06/30,2020/10/31,0.269,CE
90520,2019/12/31,2020/09/30,2020/11/30,0.212,CE
90520,2019/12/31,2020/09/30,2020/12/31,0.212,CE
90520,2019/12/31,2020/09/30,2021/01/31,0.212,CE
90520,2020/12/31,2020/12/31,2021/02/28,0.272,CE
90520,2020/12/31,2020/12/31,2021/03/31,0.272,CE
90520,2020/12/31,2020/12/31,2021/04/30,0.272,CE
90520,2020/12/31,2021/03/31,2021/05/31,0.241,CE
90520,2020/12/31,2021/03/31,2021/06/30,0.241,CE
90520,2020/12/31,2021/03/31,2021/07/31,0.241,CE
90520,2020/12/31,2021/06/30,2021/08/31,0.257,CE
90520,2020/12/31,2021/06/30,2021/09/30,0.257,CE
90520,2020/12/31,2021/06/30,2021/10/31,0.257,CE
90520,2020/12/31,2021/09/30,2021/11/30,0.271,CE
90520,2020/12/31,2021/09/30,2021/12/31,0.271,CE
90880,2018/12/31,2019/09/30,2020/01/31,0.320,AMP
90880,2019/12/31,2019/12/31,2020/02/29,0.277,AMP
90880,2019/12/31,2019/12/31,2020/03/31,0.277,AMP
90880,2019/12/31,2019/12/31,2020/04/30,0.277,AMP
90880,2019/12/31,2020/03/31,2020/05/31,0.534,AMP
90880,2019/12/31,2020/03/31,2020/06/30,0.534,AMP
90880,2019/12/31,2020/03/31,2020/07/31,0.534,AMP
90880,2019/12/31,2020/06/30,2020/08/31,0.359,AMP
90880,2019/12/31,2020/06/30,2020/09/30,0.359,AMP
90880,2019/12/31,2020/06/30,2020/10/31,0.359,AMP
90880,2019/12/31,2020/09/30,2020/11/30,0.332,AMP
90880,2019/12/31,2020/09/30,2020/12/31,0.332,AMP
90880,2019/12/31,2020/09/30,2021/01/31,0.332,AMP
90880,2020/12/31,2020/12/31,2021/02/28,0.259,AMP
90880,2020/12/31,2020/12/31,2021/03/31,0.259,AMP
90880,2020/12/31,2020/12/31,2021/04/30,0.259,AMP
90880,2020/12/31,2021/03/31,2021/05/31,0.204,AMP
90880,2020/12/31,2021/03/31,2021/06/30,0.204,AMP
90880,2020/12/31,2021/03/31,2021/07/31,0.204,AMP
90880,2020/12/31,2021/06/30,2021/08/31,0.200,AMP
90880,2020/12/31,2021/06/30,2021/09/30,0.200,AMP
90880,2020/12/31,2021/06/30,2021/10/31,0.200,AMP
90880,2020/12/31,2021/09/30,2021/11/30,0.192,AMP
90880,2020/12/31,2021/09/30,2021/12/31,0.192,AMP
91556,2019/01/31,2019/10/31,2020/01/31,0.087,ROST
91556,2019/01/31,2019/10/31,2020/02/29,0.087,ROST
91556,2020/01/31,2020/01/31,2020/03/31,0.088,ROST
91556,2020/01/31,2020/01/31,2020/04/30,0.088,ROST
91556,2020/01/31,2020/01/31,2020/05/31,0.088,ROST
91556,2020/01/31,2020/04/30,2020/06/30,0.092,ROST
91556,2020/01/31,2020/04/30,2020/07/31,0.092,ROST
91556,2020/01/31,2020/04/30,2020/08/31,0.092,ROST
91556,2020/01/31,2020/07/31,2020/09/30,0.095,ROST
91556,2020/01/31,2020/07/31,2020/10/31,0.095,ROST
91556,2020/01/31,2020/07/31,2020/11/30,0.095,ROST
91556,2020/01/31,2020/10/31,2020/12/31,0.104,ROST
91556,2020/01/31,2020/10/31,2021/01/31,0.104,ROST
91556,2020/01/31,2020/10/31,2021/02/28,0.104,ROST
91556,2021/01/31,2021/01/31,2021/03/31,0.086,ROST
91556,2021/01/31,2021/01/31,2021/04/30,0.086,ROST
91556,2021/01/31,2021/01/31,2021/05/31,0.086,ROST
91556,2021/01/31,2021/04/30,2021/06/30,0.081,ROST
91556,2021/01/31,2021/04/30,2021/07/31,0.081,ROST
91556,2021/01/31,2021/04/30,2021/08/31,0.081,ROST
91556,2021/01/31,2021/07/31,2021/09/30,0.093,ROST
91556,2021/01/31,2021/07/31,2021/10/31,0.093,ROST
91556,2021/01/31,2021/07/31,2021/11/30,0.093,ROST
91556,2021/01/31,2021/10/31,2021/12/31,0.103,ROST
91849,2019/06/30,2019/09/30,2020/01/31,0.087,BR
91849,2019/06/30,2019/12/31,2020/02/29,0.086,BR
91849,2019/06/30,2019/12/31,2020/03/31,0.086,BR
91849,2019/06/30,2019/12/31,2020/04/30,0.086,BR
91849,2019/06/30,2020/03/31,2020/05/31,0.121,BR
91849,2019/06/30,2020/03/31,2020/06/30,0.121,BR
91849,2019/06/30,2020/03/31,2020/07/31,0.121,BR
91849,2020/06/30,2020/06/30,2020/08/31,0.101,BR
91849,2020/06/30,2020/06/30,2020/09/30,0.101,BR
91849,2020/06/30,2020/06/30,2020/10/31,0.101,BR
91849,2020/06/30,2020/09/30,2020/11/30,0.101,BR
91849,2020/06/30,2020/09/30,2020/12/31,0.101,BR
91849,2020/06/30,2020/09/30,2021/01/31,0.101,BR
91849,2020/06/30,2020/12/31,2021/02/28,0.089,BR
91849,2020/06/30,2020/12/31,2021/03/31,0.089,BR
91849,2020/06/30,2020/12/31,2021/04/30,0.089,BR
91849,2020/06/30,2021/03/31,2021/05/31,0.098,BR
91849,2020/06/30,2021/03/31,2021/06/30,0.098,BR
91849,2020/06/30,2021/03/31,2021/07/31,0.098,BR
91849,2021/06/30,2021/06/30,2021/08/31,0.118,BR
91849,2021/06/30,2021/06/30,2021/09/30,0.118,BR
91849,2021/06/30,2021/06/30,2021/10/31,0.118,BR
91849,2021/06/30,2021/09/30,2021/11/30,0.111,BR
91849,2021/06/30,2021/09/30,2021/12/31,0.111,BR
92611,2019/09/30,2019/09/30,2020/01/31,0.092,V
92611,2019/09/30,2019/12/31,2020/02/29,0.086,V
92611,2019/09/30,2019/12/31,2020/03/31,0.086,V
92611,2019/09/30,2019/12/31,2020/04/30,0.086,V
92611,2019/09/30,2020/03/31,2020/05/31,0.099,V
92611,2019/09/30,2020/03/31,2020/06/30,0.099,V
92611,2019/09/30,2020/03/31,2020/07/31,0.099,V
92611,2019/09/30,2020/06/30,2020/08/31,0.085,V
92611,2019/09/30,2020/06/30,2020/09/30,0.085,V
92611,2019/09/30,2020/06/30,2020/10/31,0.085,V
92611,2020/09/30,2020/09/30,2020/11/30,0.086,V
92611,2020/09/30,2020/09/30,2020/12/31,0.086,V
92611,2020/09/30,2020/09/30,2021/01/31,0.086,V
92611,2020/09/30,2020/12/31,2021/02/28,0.084,V
92611,2020/09/30,2020/12/31,2021/03/31,0.084,V
92611,2020/09/30,2020/12/31,2021/04/30,0.084,V
92611,2020/09/30,2021/03/31,2021/05/31,0.088,V
92611,2020/09/30,2021/03/31,2021/06/30,0.088,V
92611,2020/09/30,2021/03/31,2021/07/31,0.088,V
92611,2020/09/30,2021/06/30,2021/08/31,0.082,V
92611,2020/09/30,2021/06/30,2021/09/30,0.082,V
92611,2020/09/30,2021/06/30,2021/10/31,0.082,V
92611,2021/09/30,2021/09/30,2021/11/30,0.086,V
92611,2021/09/30,2021/09/30,2021/12/31,0.086,V
92655,2018/12/31,2019/09/30,2020/01/31,0.281,UNH
92655,2019/12/31,2019/12/31,2020/02/29,0.217,UNH
92655,2019/12/31,2019/12/31,2020/03/31,0.217,UNH
92655,2019/12/31,2019/12/31,2020/04/30,0.217,UNH
92655,2019/12/31,2020/03/31,2020/05/31,0.254,UNH
92655,2019/12/31,2020/03/31,2020/06/30,0.254,UNH
92655,2019/12/31,2020/03/31,2020/07/31,0.254,UNH
92655,2019/12/31,2020/06/30,2020/08/31,0.239,UNH
92655,2019/12/31,2020/06/30,2020/09/30,0.239,UNH
92655,2019/12/31,2020/06/30,2020/10/31,0.239,UNH
92655,2019/12/31,2020/09/30,2020/11/30,0.232,UNH
92655,2019/12/31,2020/09/30,2020/12/31,0.232,UNH
92655,2019/12/31,2020/09/30,2021/01/31,0.232,UNH
92655,2020/12/31,2020/12/31,2021/02/28,0.208,UNH
92655,2020/12/31,2020/12/31,2021/03/31,0.208,UNH
92655,2020/12/31,2020/12/31,2021/04/30,0.208,UNH
92655,2020/12/31,2021/03/31,2021/05/31,0.199,UNH
92655,2020/12/31,2021/03/31,2021/06/30,0.199,UNH
92655,2020/12/31,2021/03/31,2021/07/31,0.199,UNH
92655,2020/12/31,2021/06/30,2021/08/31,0.192,UNH
92655,2020/12/31,2021/06/30,2021/09/30,0.192,UNH
92655,2020/12/31,2021/06/30,2021/10/31,0.192,UNH
92655,2020/12/31,2021/09/30,2021/11/30,0.201,UNH
92655,2020/12/31,2021/09/30,2021/12/31,0.201,UNH
93089,2018/12/31,2019/09/30,2020/01/31,0.092,VRSK
93089,2019/12/31,2019/12/31,2020/02/29,0.107,VRSK
93089,2019/12/31,2019/12/31,2020/03/31,0.107,VRSK
93089,2019/12/31,2019/12/31,2020/04/30,0.107,VRSK
93089,2019/12/31,2020/03/31,2020/05/31,0.107,VRSK
93089,2019/12/31,2020/03/31,2020/06/30,0.107,VRSK
93089,2019/12/31,2020/03/31,2020/07/31,0.107,VRSK
93089,2019/12/31,2020/06/30,2020/08/31,0.091,VRSK
93089,2019/12/31,2020/06/30,2020/09/30,0.091,VRSK
93089,2019/12/31,2020/06/30,2020/10/31,0.091,VRSK
93089,2019/12/31,2020/09/30,2020/11/30,0.093,VRSK
93089,2019/12/31,2020/09/30,2020/12/31,0.093,VRSK
93089,2019/12/31,2020/09/30,2021/01/31,0.093,VRSK
93089,2020/12/31,2020/12/31,2021/02/28,0.092,VRSK
93089,2020/12/31,2020/12/31,2021/03/31,0.092,VRSK
93089,2020/12/31,2020/12/31,2021/04/30,0.092,VRSK
93089,2020/12/31,2021/03/31,2021/05/31,0.110,VRSK
93089,2020/12/31,2021/03/31,2021/06/30,0.110,VRSK
93089,2020/12/31,2021/03/31,2021/07/31,0.110,VRSK
93089,2020/12/31,2021/06/30,2021/08/31,0.113,VRSK
93089,2020/12/31,2021/06/30,2021/09/30,0.113,VRSK
93089,2020/12/31,2021/06/30,2021/10/31,0.113,VRSK
93089,2020/12/31,2021/09/30,2021/11/30,0.097,VRSK
93089,2020/12/31,2021/09/30,2021/12/31,0.097,VRSK
93096,2019/01/31,2019/10/31,2020/01/31,0.178,DG
93096,2019/01/31,2019/10/31,2020/02/29,0.178,DG
93096,2020/01/31,2020/01/31,2020/03/31,0.191,DG
93096,2020/01/31,2020/01/31,2020/04/30,0.191,DG
93096,2020/01/31,2020/01/31,2020/05/31,0.191,DG
93096,2020/01/31,2020/04/30,2020/06/30,0.179,DG
93096,2020/01/31,2020/04/30,2020/07/31,0.179,DG
93096,2020/01/31,2020/04/30,2020/08/31,0.179,DG
93096,2020/01/31,2020/07/31,2020/09/30,0.170,DG
93096,2020/01/31,2020/07/31,2020/10/31,0.170,DG
93096,2020/01/31,2020/07/31,2020/11/30,0.170,DG
93096,2020/01/31,2020/10/31,2020/12/31,0.150,DG
93096,2020/01/31,2020/10/31,2021/01/31,0.150,DG
93096,2020/01/31,2020/10/31,2021/02/28,0.150,DG
93096,2021/01/31,2021/01/31,2021/03/31,0.157,DG
93096,2021/01/31,2021/01/31,2021/04/30,0.157,DG
93096,2021/01/31,2021/01/31,2021/05/31,0.157,DG
93096,2021/01/31,2021/04/30,2021/06/30,0.138,DG
93096,2021/01/31,2021/04/30,2021/07/31,0.138,DG
93096,2021/01/31,2021/04/30,2021/08/31,0.138,DG
93096,2021/01/31,2021/07/31,2021/09/30,0.127,DG
93096,2021/01/31,2021/07/31,2021/10/31,0.127,DG
93096,2021/01/31,2021/07/31,2021/11/30,0.127,DG
93096,2021/01/31,2021/10/31,2021/12/31,0.136,DG
